State,Total_Confirmed,Total_Cured,Total_Death,DATE,Total_confirmed2,Confirmed_cases_on_this_day,Recovered_cases_on_this_day,Death_cases_on_this_day
Rajasthan,920456,812775,7806,25-05-2021,920456,4414,16654,103
Sikkim,13233,9817,232,25-05-2021,13233,101,226,8
Tamil Nadu,1877211,1554759,20872,25-05-2021,1877211,34867,27026,404
Telangana,556320,513968,3146,25-05-2021,556320,3043,4305,21
Tripura,47298,38526,470,25-05-2021,47298,773,427,5
Uttarakhand,315590,260084,5927,25-05-2021,315590,2071,7105,122
Uttar Pradesh,1673785,1577720,19362,25-05-2021,1673785,3894,11918,153
West Bengal,1284973,1141871,14517,25-05-2021,1284973,17883,19670,153
Andaman and Nicobar Islands,6878,6544,106,26-05-2021,6878,25,49,2
Andhra Pradesh,1609105,1400754,10328,26-05-2021,1609105,15284,20917,106
Arunachal Pradesh,25002,21575,104,26-05-2021,25002,429,231,2
Assam,381171,323368,2915,26-05-2021,381171,5767,4783,92
Bihar,695726,655850,4746,26-05-2021,695726,3306,6015,104
Chandigarh,58992,54215,714,26-05-2021,58992,258,618,5
Chhattisgarh,956715,887518,12723,26-05-2021,956715,3506,7893,77
Dadra and Nagar Haveli and Daman and Diu,10092,9657,4,26-05-2021,10092,43,51,0
Delhi,1419986,1374682,23565,26-05-2021,1419986,1568,4251,156
Goa,149410,131244,2460,26-05-2021,149410,1549,2082,39
Gujarat,794912,722741,9665,26-05-2021,794912,3255,9676,44
Haryana,744602,702779,7735,26-05-2021,744602,2817,6720,128
Himachal Pradesh,182982,157042,2887,26-05-2021,182982,1999,3067,60
Jammu and Kashmir,275822,227242,3662,26-05-2021,275822,2964,3623,53
Jharkhand,333058,312526,4891,26-05-2021,333058,1247,3155,20
Karnataka,2472973,2022172,26399,26-05-2021,2472973,22758,38224,588
Kerala,2395590,2132071,7731,26-05-2021,2395590,29803,33397,177
Ladakh,17810,16070,179,26-05-2021,17810,278,179,1
Lakshadweep,7111,4765,26,26-05-2021,7111,264,104,2
Madhya Pradesh,769696,713376,7686,26-05-2021,769696,2422,7373,68
Maharashtra,5626155,5218768,90349,26-05-2021,5626155,24136,36176,1137
Manipur,45451,37946,720,26-05-2021,45451,824,468,15
Meghalaya,31449,22976,502,26-05-2021,31449,957,755,19
Mizoram,10937,8160,34,26-05-2021,10937,315,141,0
Nagaland,20535,15414,315,26-05-2021,20535,276,166,18
Odisha,714380,612993,2549,26-05-2021,714380,10939,11769,33
Puducherry,98219,81336,1408,26-05-2021,98219,1237,1571,26
Punjab,548231,481462,13642,26-05-2021,548231,4756,6451,174
Rajasthan,923860,828558,7911,26-05-2021,923860,3404,15783,105
Sikkim,13511,9904,237,26-05-2021,13511,278,87,5
Tamil Nadu,1911496,1583504,21340,26-05-2021,1911496,34285,28745,468
Telangana,560141,518266,3169,26-05-2021,560141,3821,4298,23
Tripura,47965,39491,473,26-05-2021,47965,667,965,3
Uttarakhand,318346,266758,6020,26-05-2021,318346,2756,6674,93
Uttar Pradesh,1677508,1588161,19519,26-05-2021,1677508,3723,10441,157
West Bengal,1301978,1160928,14674,26-05-2021,1301978,17005,19057,157
Andaman and Nicobar Islands,6901,6573,108,27-05-2021,6901,23,29,2
Andhra Pradesh,1627390,1424859,10427,27-05-2021,1627390,18285,24105,99
Arunachal Pradesh,25376,21765,107,27-05-2021,25376,374,190,3
Assam,386870,329634,3005,27-05-2021,386870,5699,6266,90
Bihar,698329,662491,4845,27-05-2021,698329,2603,6641,99
Chandigarh,59216,54921,722,27-05-2021,59216,224,706,8
Chhattisgarh,959544,893285,12779,27-05-2021,959544,2829,5767,56
Dadra and Nagar Haveli and Daman and Diu,10129,9750,4,27-05-2021,10129,37,93,0
Delhi,1421477,1378634,23695,27-05-2021,1421477,1491,3952,130
Goa,150897,132607,2499,27-05-2021,150897,1487,1363,39
Gujarat,797997,732748,9701,27-05-2021,797997,3085,10007,36
Haryana,747740,708255,7841,27-05-2021,747740,3138,5476,106
Himachal Pradesh,184347,159234,2932,27-05-2021,184347,1365,2192,45
Jammu and Kashmir,278859,231265,3702,27-05-2021,278859,3037,4023,40
Jharkhand,334035,314929,4910,27-05-2021,334035,977,2403,19
Karnataka,2499784,2062910,26929,27-05-2021,2499784,26811,40738,530
Kerala,2424388,2167596,7882,27-05-2021,2424388,28798,35525,151
Ladakh,18045,16200,181,27-05-2021,18045,235,130,2
Lakshadweep,7229,4956,26,27-05-2021,7229,118,191,0
Madhya Pradesh,771878,720855,7758,27-05-2021,771878,2182,7479,72
Maharashtra,5650907,5241833,91341,27-05-2021,5650907,24752,23065,992
Manipur,46298,38325,730,27-05-2021,46298,847,379,10
Meghalaya,32295,23728,512,27-05-2021,32295,846,752,10
Mizoram,11143,8292,34,27-05-2021,11143,206,132,0
Nagaland,20795,15545,327,27-05-2021,20795,260,131,12
Odisha,726003,623628,2584,27-05-2021,726003,11623,10635,35
Puducherry,99540,83263,1435,27-05-2021,99540,1321,1927,27
Punjab,552235,487859,13827,27-05-2021,552235,4004,6397,185
Rajasthan,927746,841602,8018,27-05-2021,927746,3886,13044,107
Sikkim,13806,10145,239,27-05-2021,13806,295,241,2
Tamil Nadu,1945260,1613221,21815,27-05-2021,1945260,33764,29717,475
Telangana,563903,522082,3189,27-05-2021,563903,3762,3816,20
Tripura,48507,40557,479,27-05-2021,48507,542,1066,6
Uttarakhand,321337,271704,6113,27-05-2021,321337,2991,4946,93
Uttar Pradesh,1680684,1598701,19712,27-05-2021,1680684,3176,10540,193
West Bengal,1318203,1179999,14827,27-05-2021,1318203,16225,19071,153
Andaman and Nicobar Islands,6917,6591,109,28-05-2021,6917,16,18,1
Arunachal Pradesh,25820,22019,109,28-05-2021,25820,444,254,2
Assam,392574,334418,3088,28-05-2021,392574,5704,4784,83
Bihar,700897,667506,4943,28-05-2021,700897,2568,5015,98
Chandigarh,59416,55558,729,28-05-2021,59416,200,637,7
Chhattisgarh,962368,900100,12848,28-05-2021,962368,2824,6815,69
Dadra and Nagar Haveli and Daman and Diu,10152,9778,4,28-05-2021,10152,23,28,0
Delhi,1422549,1382359,23812,28-05-2021,1422549,1072,3725,117
Goa,152401,134164,2538,28-05-2021,152401,1504,1557,39
Gujarat,800866,742050,9734,28-05-2021,800866,2869,9302,33
Haryana,750062,713934,7939,28-05-2021,750062,2322,5679,98
Himachal Pradesh,185819,162643,2992,28-05-2021,185819,1472,3409,60
Jammu and Kashmir,281628,235617,3739,28-05-2021,281628,2769,4352,37
Jharkhand,334730,316707,4926,28-05-2021,334730,695,1778,16
Karnataka,2523998,2094369,27405,28-05-2021,2523998,24214,31459,476
Kerala,2448554,2198135,8063,28-05-2021,2448554,24166,30539,181
Ladakh,18186,16345,185,28-05-2021,18186,141,145,4
Lakshadweep,7364,5136,28,28-05-2021,7364,135,180,2
Madhya Pradesh,773855,727700,7828,28-05-2021,773855,1977,6845,70
Maharashtra,5672180,5276203,92225,28-05-2021,5672180,21273,34370,884
Manipur,47111,38901,748,28-05-2021,47111,813,576,18
Meghalaya,33104,24325,524,28-05-2021,33104,809,597,12
Mizoram,11382,8487,34,28-05-2021,11382,239,195,0
Nagaland,21023,15744,338,28-05-2021,21023,228,199,11
Andhra Pradesh,1643557,1446244,10531,28-05-2021,1643557,16167,21385,104
Odisha,732739,623628,2618,28-05-2021,732739,6736,0,34
Puducherry,100677,84749,1455,28-05-2021,100677,1137,1486,20
Punjab,556089,493854,14004,28-05-2021,556089,3854,5995,177
Rajasthan,931200,851998,8103,28-05-2021,931200,3454,10396,85
Sikkim,14214,10370,240,28-05-2021,14214,408,225,1
Tamil Nadu,1978621,1643284,22289,28-05-2021,1978621,33361,30063,474
Telangana,567517,526043,3207,28-05-2021,567517,3614,3961,18
Tripura,49290,41590,485,28-05-2021,49290,783,1033,6
Uttarakhand,323483,278045,6201,28-05-2021,323483,2146,6341,88
Uttar Pradesh,1683865,1605696,19899,28-05-2021,1683865,3181,6995,187
West Bengal,1331249,1199120,14975,28-05-2021,1331249,13046,19121,148
Andaman and Nicobar Islands,6936,6630,113,29-05-2021,6936,19,39,4
Andhra Pradesh,1657986,1466990,10634,29-05-2021,1657986,14429,20746,103
Arunachal Pradesh,26317,22352,111,29-05-2021,26317,497,333,2
Assam,398010,340178,3168,29-05-2021,398010,5436,5760,80
Bihar,702682,672868,5004,29-05-2021,702682,1785,5362,61
Chandigarh,59577,56084,735,29-05-2021,59577,161,526,6
Chhattisgarh,965208,905361,12915,29-05-2021,965208,2840,5261,67
Dadra and Nagar Haveli and Daman and Diu,10207,9845,4,29-05-2021,10207,55,67,0
Delhi,1423690,1385158,23951,29-05-2021,1423690,1141,2799,139
Goa,153456,135560,2570,29-05-2021,153456,1055,1396,32
Gujarat,803387,750015,9761,29-05-2021,803387,2521,7965,27
Haryana,752069,718959,8035,29-05-2021,752069,2007,5025,96
Himachal Pradesh,187342,165791,3056,29-05-2021,187342,1523,3148,64
Jammu and Kashmir,284431,239254,3795,29-05-2021,284431,2803,3637,56
Jharkhand,335417,318689,4945,29-05-2021,335417,687,1982,19
Karnataka,2546821,2146621,27806,29-05-2021,2546821,22823,52252,401
Kerala,2470872,2224405,8257,29-05-2021,2470872,22318,26270,194
Ladakh,18310,16517,187,29-05-2021,18310,124,172,2
Lakshadweep,7542,5404,29,29-05-2021,7542,178,268,1
Madhya Pradesh,775709,733496,7891,29-05-2021,775709,1854,5796,63
Maharashtra,5692920,5307874,93198,29-05-2021,5692920,20740,31671,973
Manipur,47843,39480,761,29-05-2021,47843,732,579,13
Meghalaya,33835,25266,544,29-05-2021,33835,731,941,20
Mizoram,11659,8643,35,29-05-2021,11659,277,156,1
Nagaland,21215,15882,343,29-05-2021,21215,192,138,5
Odisha,739995,635179,2651,29-05-2021,739995,7256,11551,33
Puducherry,101900,86528,1476,29-05-2021,101900,1223,1779,21
Punjab,559795,500651,14180,29-05-2021,559795,3706,6797,176
Rajasthan,933848,863175,8181,29-05-2021,933848,2648,11177,78
Sikkim,14634,10597,243,29-05-2021,14634,420,227,3
Tamil Nadu,2009700,1674539,22775,29-05-2021,2009700,31079,31255,486
Telangana,571044,530025,3226,29-05-2021,571044,3527,3982,19
Tripura,49885,42468,498,29-05-2021,49885,595,878,13
Uttarakhand,325425,285170,6261,29-05-2021,325425,1942,7125,60
Uttar Pradesh,1686138,1613841,20053,29-05-2021,1686138,2273,8145,154
West Bengal,1343442,1218516,15120,29-05-2021,1343442,12193,19396,145
Andaman and Nicobar Islands,6964,6660,113,30-05-2021,6964,28,30,0
Andhra Pradesh,1671742,1487382,10738,30-05-2021,1671742,13756,20392,104
Arunachal Pradesh,26778,22746,114,30-05-2021,26778,461,394,3
Assam,403623,344083,3245,30-05-2021,403623,5613,3905,77
Bihar,704173,678036,5052,30-05-2021,704173,1491,5168,48
Chandigarh,59740,56534,740,30-05-2021,59740,163,450,5
Chhattisgarh,967645,911752,12979,30-05-2021,967645,2437,6391,64
Dadra and Nagar Haveli and Daman and Diu,10214,9877,4,30-05-2021,10214,7,32,0
Delhi,1424646,1387538,24073,30-05-2021,1424646,956,2380,122
Goa,154419,136766,2597,30-05-2021,154419,963,1206,27
Gujarat,805617,757124,9790,30-05-2021,805617,2230,7109,29
Haryana,753937,722711,8132,30-05-2021,753937,1868,3752,97
Himachal Pradesh,188604,168529,3086,30-05-2021,188604,1262,2738,30
Jammu and Kashmir,286684,243588,3841,30-05-2021,286684,2253,4334,46
Jharkhand,336240,320336,4958,30-05-2021,336240,823,1647,13
Karnataka,2567449,2189064,28298,30-05-2021,2567449,20628,42443,492
Kerala,2494385,2252505,8455,30-05-2021,2494385,23513,28100,198
Ladakh,18448,16658,187,30-05-2021,18448,138,141,0
Lakshadweep,7631,5622,31,30-05-2021,7631,89,218,2
Madhya Pradesh,777349,738491,7959,30-05-2021,777349,1640,4995,68
Maharashtra,5713215,5339838,94030,30-05-2021,5713215,20295,31964,832
Manipur,48850,40044,776,30-05-2021,48850,1007,564,15
Meghalaya,34448,26156,551,30-05-2021,34448,613,890,7
Mizoram,11988,8863,36,30-05-2021,11988,329,220,1
Nagaland,21371,16039,350,30-05-2021,21371,156,157,7
Odisha,747143,658646,2686,30-05-2021,747143,7148,23467,35
Puducherry,102896,88246,1497,30-05-2021,102896,996,1718,21
Punjab,562831,506349,14305,30-05-2021,562831,3036,5698,125
Rajasthan,936162,871283,8251,30-05-2021,936162,2314,8108,70
Sikkim,14907,10829,247,30-05-2021,14907,273,232,4
Tamil Nadu,2039716,1706298,23261,30-05-2021,2039716,30016,31759,486
Telangana,574026,533862,3247,30-05-2021,574026,2982,3837,21
Tripura,50739,43190,507,30-05-2021,50739,854,722,9
Uttarakhand,327112,289642,6360,30-05-2021,327112,1687,4472,99
Uttar Pradesh,1688152,1621743,20208,30-05-2021,1688152,2014,7902,155
West Bengal,1354956,1237290,15268,30-05-2021,1354956,11514,18774,148
Andaman and Nicobar Islands,6964,6660,113,30-05-2021,6964,28,30,0
Andhra Pradesh,1671742,1487382,10738,30-05-2021,1671742,0,0,0
Arunachal Pradesh,26778,22746,114,30-05-2021,26778,461,394,3
Assam,403623,344083,3245,30-05-2021,403623,0,0,0
Bihar,704173,678036,5052,30-05-2021,704173,1491,5168,48
Chandigarh,59740,56534,740,30-05-2021,59740,0,0,0
Chhattisgarh,967645,911752,12979,30-05-2021,967645,2437,6391,64
Dadra and Nagar Haveli and Daman and Diu,10214,9877,4,30-05-2021,10214,0,0,0
Delhi,1424646,1387538,24073,30-05-2021,1424646,956,2380,122
Goa,154419,136766,2597,30-05-2021,154419,0,0,0
Gujarat,805617,757124,9790,30-05-2021,805617,2230,7109,29
Haryana,753937,722711,8132,30-05-2021,753937,1868,3752,97
Himachal Pradesh,188604,168529,3086,30-05-2021,188604,0,0,0
Jammu and Kashmir,286684,243588,3841,30-05-2021,286684,2253,4334,46
Jharkhand,336240,320336,4958,30-05-2021,336240,823,1647,13
Karnataka,2567449,2189064,28298,30-05-2021,2567449,0,0,0
Kerala,2494385,2252505,8455,30-05-2021,2494385,23513,28100,198
Ladakh,18448,16658,187,30-05-2021,18448,0,0,0
Lakshadweep,7631,5622,31,30-05-2021,7631,89,218,2
Madhya Pradesh,777349,738491,7959,30-05-2021,777349,0,0,0
Maharashtra,5713215,5339838,94030,30-05-2021,5713215,20295,31964,832
Manipur,48850,40044,776,30-05-2021,48850,0,0,0
Meghalaya,34448,26156,551,30-05-2021,34448,613,890,7
Mizoram,11988,8863,36,30-05-2021,11988,0,0,0
Nagaland,21371,16039,350,30-05-2021,21371,156,157,7
Odisha,747143,658646,2686,30-05-2021,747143,0,0,0
Puducherry,102896,88246,1497,30-05-2021,102896,996,1718,21
Punjab,562831,506349,14305,30-05-2021,562831,0,0,0
Rajasthan,936162,871283,8251,30-05-2021,936162,2314,8108,70
Sikkim,14907,10829,247,30-05-2021,14907,0,0,0
Tamil Nadu,2039716,1706298,23261,30-05-2021,2039716,30016,31759,486
Telangana,574026,533862,3247,30-05-2021,574026,0,0,0
Tripura,50739,43190,507,30-05-2021,50739,854,722,9
Uttarakhand,327112,289642,6360,30-05-2021,327112,1687,4472,99
Uttar Pradesh,1688152,1621743,20208,30-05-2021,1688152,2014,7902,155
West Bengal,1354956,1237290,15268,30-05-2021,1354956,0,0,0
Andaman and Nicobar Islands,6964,6660,113,30-05-2021,6964,0,0,0
Andhra Pradesh,1671742,1487382,10738,30-05-2021,1671742,13756,20392,104
Arunachal Pradesh,26778,22746,114,30-05-2021,26778,0,0,0
Assam,403623,344083,3245,30-05-2021,403623,5613,3905,77
Bihar,704173,678036,5052,30-05-2021,704173,0,0,0
Chandigarh,59740,56534,740,30-05-2021,59740,163,450,5
Chhattisgarh,967645,911752,12979,30-05-2021,967645,0,0,0
Dadra and Nagar Haveli and Daman and Diu,10214,9877,4,30-05-2021,10214,7,32,0
Delhi,1424646,1387538,24073,30-05-2021,1424646,0,0,0
Goa,154419,136766,2597,30-05-2021,154419,963,1206,27
Gujarat,805617,757124,9790,30-05-2021,805617,0,0,0
Haryana,753937,722711,8132,30-05-2021,753937,0,0,0
Himachal Pradesh,188604,168529,3086,30-05-2021,188604,1262,2738,30
Jammu and Kashmir,286684,243588,3841,30-05-2021,286684,0,0,0
Jharkhand,336240,320336,4958,30-05-2021,336240,0,0,0
Karnataka,2567449,2189064,28298,30-05-2021,2567449,20628,42443,492
Kerala,2494385,2252505,8455,30-05-2021,2494385,0,0,0
Ladakh,18448,16658,187,30-05-2021,18448,138,141,0
Lakshadweep,7631,5622,31,30-05-2021,7631,0,0,0
Madhya Pradesh,777349,738491,7959,30-05-2021,777349,1640,4995,68
Maharashtra,5713215,5339838,94030,30-05-2021,5713215,0,0,0
Manipur,48850,40044,776,30-05-2021,48850,1007,564,15
Meghalaya,34448,26156,551,30-05-2021,34448,0,0,0
Mizoram,11988,8863,36,30-05-2021,11988,329,220,1
Nagaland,21371,16039,350,30-05-2021,21371,0,0,0
Odisha,747143,658646,2686,30-05-2021,747143,7148,23467,35
Puducherry,102896,88246,1497,30-05-2021,102896,0,0,0
Punjab,562831,506349,14305,30-05-2021,562831,3036,5698,125
Rajasthan,936162,871283,8251,30-05-2021,936162,0,0,0
Sikkim,14907,10829,247,30-05-2021,14907,273,232,4
Tamil Nadu,2039716,1706298,23261,30-05-2021,2039716,0,0,0
Telangana,574026,533862,3247,30-05-2021,574026,2982,3837,21
Tripura,50739,43190,507,30-05-2021,50739,0,0,0
Uttarakhand,327112,289642,6360,30-05-2021,327112,0,0,0
Uttar Pradesh,1688152,1621743,20208,30-05-2021,1688152,0,0,0
West Bengal,1354956,1237290,15268,30-05-2021,1354956,11514,18774,148
Andaman and Nicobar Islands,6984,6683,114,31-05-2021,6984,20,23,1
Andhra Pradesh,1685142,1508515,10832,31-05-2021,1685142,13400,21133,94
Arunachal Pradesh,26950,23052,115,31-05-2021,26950,172,306,1
Assam,406868,349773,3300,31-05-2021,406868,3245,5690,55
Bihar,705648,682166,5104,31-05-2021,705648,1475,4130,52
Chandigarh,59922,57043,745,31-05-2021,59922,182,509,5
Chhattisgarh,969300,917023,13016,31-05-2021,969300,1655,5271,37
Dadra and Nagar Haveli and Daman and Diu,10256,9913,4,31-05-2021,10256,42,36,0
Delhi,1425592,1389341,24151,31-05-2021,1425592,946,1803,78
Goa,155064,138429,2625,31-05-2021,155064,645,1663,28
Gujarat,807488,762270,9815,31-05-2021,807488,1871,5146,25
Haryana,755389,726081,8221,31-05-2021,755389,1452,3370,89
Himachal Pradesh,189465,171398,3127,31-05-2021,189465,861,2869,41
Jammu and Kashmir,288940,247393,3870,31-05-2021,288940,2256,3805,29
Jharkhand,336943,322060,4977,31-05-2021,336943,703,1724,19
Karnataka,2587827,2217117,28679,31-05-2021,2587827,20378,28053,381
Kerala,2514279,2281518,8641,31-05-2021,2514279,19894,29013,186
Ladakh,18497,16754,188,31-05-2021,18497,49,96,1
Lakshadweep,7928,5890,32,31-05-2021,7928,297,268,1
Madhya Pradesh,778825,743550,8019,31-05-2021,778825,1476,5059,60
Maharashtra,5731815,5362370,94844,31-05-2021,5731815,18600,22532,814
Manipur,49882,40607,793,31-05-2021,49882,1032,563,17
Meghalaya,35190,27130,564,31-05-2021,35190,742,974,13
Mizoram,12087,9015,38,31-05-2021,12087,99,152,2
Nagaland,21563,16151,363,31-05-2021,21563,192,112,13
Odisha,756684,670527,2719,31-05-2021,756684,9541,11881,33
Puducherry,103826,90141,1518,31-05-2021,103826,930,1895,21
Punjab,565415,511720,14432,31-05-2021,565415,2584,5371,127
Rajasthan,938460,880919,8317,31-05-2021,938460,2298,9636,66
Sikkim,15171,10960,250,31-05-2021,15171,264,131,3
Tamil Nadu,2068580,1739280,23754,31-05-2021,2068580,28864,32982,493
Telangana,575827,537522,3263,31-05-2021,575827,1801,3660,16
Tripura,51133,44063,513,31-05-2021,51133,394,873,6
Uttarakhand,328338,291580,6401,31-05-2021,328338,1226,1938,41
West Bengal,1366240,1255932,15410,31-05-2021,1366240,11284,18642,142
Uttar Pradesh,1690016,1628456,20346,31-05-2021,1690016,1864,6713,138
Andaman and Nicobar Islands,7005,6719,115,01-06-2021,7005,21,36,1
Andhra Pradesh,1693085,1528360,10930,01-06-2021,1693085,7943,19845,98
Arunachal Pradesh,27272,23402,115,01-06-2021,27272,322,350,0
Assam,411216,354810,3365,01-06-2021,411216,4348,5037,65
Bihar,706761,685362,5163,01-06-2021,706761,1113,3196,59
Chandigarh,60046,57526,753,01-06-2021,60046,124,483,8
Chhattisgarh,971463,922674,13048,01-06-2021,971463,2163,5651,32
Dadra and Nagar Haveli and Daman and Diu,10286,9957,4,01-06-2021,10286,30,44,0
Delhi,1426240,1390963,24237,01-06-2021,1426240,648,1622,86
Goa,155666,140254,2649,01-06-2021,155666,602,1825,24
Gujarat,809169,766991,9833,01-06-2021,809169,1681,4721,18
Haryana,756635,729752,8303,01-06-2021,756635,1246,3671,82
Himachal Pradesh,190330,173566,3143,01-06-2021,190330,865,2168,16
Jammu and Kashmir,290465,251463,3907,01-06-2021,290465,1525,4070,37
Jharkhand,337774,323876,4991,01-06-2021,337774,831,1816,14
Karnataka,2604431,2261590,29090,01-06-2021,2604431,16604,44473,411
Kerala,2526579,2310385,8815,01-06-2021,2526579,12300,28867,174
Ladakh,18662,16859,189,01-06-2021,18662,165,105,1
Lakshadweep,8077,6242,33,01-06-2021,8077,149,352,1
Madhya Pradesh,780030,748573,8067,01-06-2021,780030,1205,5023,48
Maharashtra,5746892,5395370,95344,01-06-2021,5746892,15077,33000,500
Manipur,50751,41153,807,01-06-2021,50751,869,546,14
Meghalaya,35598,28107,578,01-06-2021,35598,408,977,14
Mizoram,12399,9214,40,01-06-2021,12399,312,199,2
Nagaland,21680,16370,376,01-06-2021,21680,117,219,13
Odisha,764997,680932,2754,01-06-2021,764997,8313,10405,35
Puducherry,104453,91770,1536,01-06-2021,104453,627,1629,18
Punjab,567607,516624,14550,01-06-2021,567607,2192,4904,118
Rajasthan,939958,888919,8385,01-06-2021,939958,1498,8000,68
Sikkim,15317,11043,253,01-06-2021,15317,146,83,3
Tamil Nadu,2096516,1770503,24232,01-06-2021,2096516,27936,31223,478
Telangana,578351,540986,3281,01-06-2021,578351,2524,3464,18
Tripura,51974,44908,519,01-06-2021,51974,841,845,6
Uttarakhand,329494,294671,6452,01-06-2021,329494,1156,3091,51
Uttar Pradesh,1691488,1633947,20497,01-06-2021,1691488,1472,5491,151
West Bengal,1376377,1273788,15541,01-06-2021,1376377,10137,17856,131
Andhra Pradesh,1704388,1546617,11034,02-06-2021,1704388,11303,18257,104
Arunachal Pradesh,27642,23754,116,02-06-2021,27642,370,352,1
Assam,415898,359802,3416,02-06-2021,415898,4682,4992,51
Bihar,707935,688462,5222,02-06-2021,707935,1174,3100,59
Chandigarh,60154,57915,758,02-06-2021,60154,108,389,5
Chhattisgarh,973349,927145,13077,02-06-2021,973349,1886,4471,29
Dadra and Nagar Haveli and Daman and Diu,10300,10011,4,02-06-2021,10300,14,54,0
Delhi,1426863,1392386,24299,02-06-2021,1426863,623,1423,62
Goa,156569,142031,2671,02-06-2021,156569,903,1777,22
Gujarat,810730,771860,9855,02-06-2021,810730,1561,4869,22
Haryana,757868,733205,8383,02-06-2021,757868,1233,3453,80
Himachal Pradesh,191251,175663,3181,02-06-2021,191251,921,2097,38
Jammu and Kashmir,292360,255145,3939,02-06-2021,292360,1895,3682,32
Jharkhand,338383,325325,5000,02-06-2021,338383,609,1449,9
Karnataka,2618735,2290861,29554,02-06-2021,2618735,14304,29271,464
Kerala,2546339,2334502,9009,02-06-2021,2546339,19760,24117,194
Ladakh,18750,16979,190,02-06-2021,18750,88,120,1
Lakshadweep,8166,6566,33,02-06-2021,8166,89,324,0
Madhya Pradesh,781108,752693,8112,02-06-2021,781108,1078,4120,45
Maharashtra,5761015,5431319,96198,02-06-2021,5761015,14123,35949,854
Manipur,51549,41782,825,02-06-2021,51549,798,629,18
Meghalaya,36065,28867,592,02-06-2021,36065,467,760,14
Mizoram,12634,9347,44,02-06-2021,12634,235,133,4
Nagaland,21854,16744,385,02-06-2021,21854,174,374,9
Odisha,773732,692027,2791,02-06-2021,773732,8735,11095,37
Puducherry,105432,93173,1550,02-06-2021,105432,979,1403,14
Punjab,569756,521663,14649,02-06-2021,569756,2149,5039,99
Rajasthan,940960,895033,8450,02-06-2021,940960,1002,6114,65
Sikkim,15626,11377,257,02-06-2021,15626,309,334,4
Tamil Nadu,2123029,1802176,24722,02-06-2021,2123029,26513,31673,490
Telangana,580844,544294,3296,02-06-2021,580844,2493,3308,15
Tripura,52545,45772,525,02-06-2021,52545,571,864,6
Uttarakhand,330475,296762,6497,02-06-2021,330475,981,2091,45
Uttar Pradesh,1692709,1639572,20672,02-06-2021,1692709,1221,5625,175
West Bengal,1385801,1291510,15678,02-06-2021,1385801,9424,17722,137
Andaman and Nicobar Islands,7018,6745,118,02-06-2021,7018,13,26,3
Andaman and Nicobar Islands,7043,6781,119,03-06-2021,7043,25,36,1
Andhra Pradesh,1717156,1562229,11132,03-06-2021,1717156,12768,15612,98
Arunachal Pradesh,28018,24083,118,03-06-2021,28018,376,329,2
Assam,420076,364191,3477,03-06-2021,420076,4178,4389,61
Bihar,709093,691234,5268,03-06-2021,709093,1158,2772,46
Chandigarh,60288,58276,761,03-06-2021,60288,134,361,3
Chhattisgarh,975141,930389,13117,03-06-2021,975141,1792,3244,40
Dadra and Nagar Haveli and Daman and Diu,10331,10045,4,03-06-2021,10331,31,34,0
Delhi,1427439,1393673,24402,03-06-2021,1427439,576,1287,103
Goa,157275,143742,2693,03-06-2021,157275,706,1711,22
Gujarat,812063,775958,9873,03-06-2021,812063,1333,4098,18
Haryana,759039,735910,8461,03-06-2021,759039,1171,2705,78
Himachal Pradesh,192142,176957,3210,03-06-2021,192142,891,1294,29
Jammu and Kashmir,294078,258536,3963,03-06-2021,294078,1718,3391,24
Jharkhand,338915,326597,5011,03-06-2021,338915,532,1272,11
Karnataka,2635122,2312060,30017,03-06-2021,2635122,16387,21199,463
Kerala,2566000,2364210,9222,03-06-2021,2566000,19661,29708,213
Ladakh,18841,17119,191,03-06-2021,18841,91,140,1
Lakshadweep,8335,6833,35,03-06-2021,8335,169,267,2
Madhya Pradesh,782099,756806,8157,03-06-2021,782099,991,4113,45
Maharashtra,5776184,5460589,96751,03-06-2021,5776184,15169,29270,553
Manipur,52278,42404,839,03-06-2021,52278,729,622,14
Meghalaya,36597,29578,616,03-06-2021,36597,532,711,24
Mizoram,12859,9494,45,03-06-2021,12859,225,147,1
Nagaland,22072,16841,399,03-06-2021,22072,218,97,14
Odisha,782131,702621,2831,03-06-2021,782131,8399,10594,40
Puducherry,106299,94566,1567,03-06-2021,106299,867,1393,17
Punjab,571970,526089,14748,03-06-2021,571970,2214,4426,99
Rajasthan,942236,901071,8515,03-06-2021,942236,1276,6038,65
Sikkim,15876,11513,260,03-06-2021,15876,250,136,3
Tamil Nadu,2148346,1834439,25205,03-06-2021,2148346,25317,32263,483
Telangana,583228,546536,3313,03-06-2021,583228,2384,2242,17
Tripura,53222,46230,534,03-06-2021,53222,677,458,9
Uttarakhand,331478,299577,6535,03-06-2021,331478,1003,2815,38
Uttar Pradesh,1693992,1644511,20787,03-06-2021,1693992,1283,4939,115
West Bengal,1394724,1308896,15813,03-06-2021,1394724,8923,17386,135
Uttar Pradesh,1695212,1648771,20895,04-06-2021,1695212,1220,4260,108
West Bengal,1403535,1325834,15921,04-06-2021,1403535,8811,16938,108
Andaman and Nicobar Islands,7070,6820,119,04-06-2021,7070,27,39,0
Andhra Pradesh,1728577,1578452,11213,04-06-2021,1728577,11421,16223,81
Arunachal Pradesh,28382,24420,119,04-06-2021,28382,364,337,1
